% start(s)	end(s)	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay(s)	stdDev(s)	min(s)	max(s)	PduSize	stdDev	min	max
0	0.25	1	0	1	3	3	180	3	180	0.00795714	0	0.00795714	0.00795714	60	0	60	60	
0	0.25	1	1	2	3	3	180	0	0	0	0	0	0	0	0	0	0	
0	0.25	3	2	1	3	3	180	0	0	0	0	0	0	0	0	0	0	
0	0.25	3	3	2	3	3	180	3	180	0.00295714	0	0.00295714	0.00295714	60	0	60	60	
0	0.25	1	4	3	3	3	180	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	5	4	3	3	180	3	180	0.00790952	4.1239e-05	0.00788571	0.00795714	60	0	60	60	
0	0.25	3	6	3	3	749	1072574	749	1072574	0.00294436	3.15598e-05	0.00274285	0.00295714	1432.01	56.5986	106	1964	
0	0.25	3	7	4	3	1	106	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	8	5	3	1970	2623612	1960	2614610	0.00383891	0.00249316	0.00288571	0.0139571	1333.98	736.088	20	1920	
0	0.25	3	9	5	3	3	180	3	180	0.00295714	0	0.00295714	0.00295714	60	0	60	60	
0	0.25	1	10	6	3	3	180	3	180	0.00293333	4.1239e-05	0.00288571	0.00295714	60	0	60	60	
0	0.25	1	11	7	3	3	180	3	180	0.00793333	4.1239e-05	0.00788571	0.00795714	60	0	60	60	
0	0.25	1	12	8	3	3	180	3	180	0.00293333	4.1239e-05	0.00288571	0.00295714	60	0	60	60	
0	0.25	3	13	6	3	496	2192983	496	2192983	0.00295109	1.99057e-05	0.00288571	0.00295714	4421.34	1478.91	56	8052	
0	0.25	3	14	7	3	3	180	2	120	0.0179571	0	0.0179571	0.0179571	60	0	60	60	
