% start(s)	end(s)	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay(s)	stdDev(s)	min(s)	max(s)	PduSize	stdDev	min	max
0	0.25	1	0	1	3	3	174	3	174	0.0130286	0	0.0130286	0.0130286	58	0	58	58	
0	0.25	1	1	2	3	3	174	0	0	0	0	0	0	0	0	0	0	
0	0.25	3	2	1	3	3	174	0	0	0	0	0	0	0	0	0	0	
0	0.25	3	3	2	3	3	174	3	174	0.00802856	0	0.00802856	0.00802856	58	0	58	58	
0	0.25	1	4	3	3	3	174	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	5	4	3	3	174	3	174	0.0129809	4.1239e-05	0.0129571	0.0130286	58	0	58	58	
0	0.25	3	6	3	3	749	1071070	749	1071070	0.00858698	0.000463584	0.0041619	0.0145619	1430	0	1430	1430	
0	0.25	3	7	4	3	749	1071070	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	8	5	3	1901	2759458	1789	2596610	0.0185953	0.0129076	0.00478571	0.207786	1451.43	58.0105	54	1454	
0	0.25	3	9	5	3	3	174	3	174	0.00802856	0	0.00802856	0.00802856	58	0	58	58	
0	0.25	1	10	6	3	3	174	3	174	0.00800475	4.1239e-05	0.00795714	0.00802856	58	0	58	58	
0	0.25	1	11	7	3	3	174	3	174	0.0130048	4.1239e-05	0.0129571	0.0130286	58	0	58	58	
0	0.25	1	12	8	3	3	174	3	174	0.00800475	4.1239e-05	0.00795714	0.00802856	58	0	58	58	
0	0.25	3	13	6	3	1562	2266904	1509	2189842	0.0108313	0.00309514	0.00571428	0.0157857	1451.19	62.333	54	1454	
0	0.25	3	14	7	3	3	174	2	116	0.0730286	0.0707107	0.0230286	0.123029	58	0	58	58	
